"","species_new","trait_ind","emb_ind","phylo_ind"
"17951","Sparattanthelium tarapotanum",19248,35250,37807
"17952","Sparattosperma leucanthum",19249,35251,7136
"17953","Sparattosyce dioica",19250,35253,19408
"17954","Sparganium americanum",19251,35254,35775
"17955","Sparganium angustifolium",19252,35255,35774
"17956","Sparganium emersum",19253,35256,35773
"17957","Sparganium erectum",19254,35257,35779
"17958","Sparganium eurycarpum",19255,35258,35780
"17959","Sparganium hyperboreum",19256,35259,35777
"17960","Sparganium natans",19257,35260,35778
"17961","Sparganium stoloniferum",19258,35261,35776
"17962","Spartina alterniflora",19260,35263,31587
"17963","Spartina anglica",19261,35264,31588
"17964","Spartina bakeri",19262,35265,31586
"17965","Spartina cynosuroides",19263,35266,31585
"17966","Spartina gracilis",19264,35267,31584
"17967","Spartina maritima",19265,35268,31583
"17968","Spartina patens",19266,35269,31582
"17969","Spartina pectinata",19267,35270,31581
"17970","Spartina spartinae",19268,35271,31580
"17971","Spartina townsendii",19269,35272,31579
"17972","Spartium junceum",19270,35274,17038
"17973","Spartochloa scirpoidea",19271,35275,32309
"17974","Spartothamnella juncea",19272,35276,6093
"17975","Spartothamnella puberula",19273,35277,6092
"17976","Spathia neurosa",19274,35279,31577
"17977","Spathodea campanulata",19275,35281,7110
"17978","Spatholobus ferrugineus",19277,35282,16402
"17979","Spergula arvensis",19278,35284,13708
"17980","Spergula fallax",19279,35285,13707
"17981","Spergula morisonii",19280,35286,13706
"17982","Spergula pentandra",19281,35287,13705
"17983","Spergula ramosa",19282,35288,13704
"17984","Spergularia bocconei",19283,35289,13702
"17985","Spergularia diandra",19284,35291,13697
"17986","Spergularia grandis",19285,35292,13696
"17987","Spergularia marina",19286,35295,13701
"17988","Spergularia media",19287,35296,13700
"17989","Spergularia rubra",19288,35297,13703
"17990","Spergularia rupicola",19289,35298,13699
"17991","Spermacoce alata",19291,35299,8994
"17992","Spermacoce argillacea",19292,35301,8991
"17993","Spermacoce auriculata",19293,35302,8990
"17994","Spermacoce brachystema",19294,35304,8988
"17995","Spermacoce breviflora",19295,35306,8995
"17996","Spermacoce capitata",19296,35307,8998
"17997","Spermacoce chaetocephala",19297,35308,8986
"17998","Spermacoce dibrachiata",19298,35311,8984
"17999","Spermacoce dolichosperma",19299,35312,8983
"18000","Spermacoce filifolia",19300,35314,8982
"18001","Spermacoce hepperiana",19301,35315,8981
"18002","Spermacoce huillensis",19302,35317,8979
"18003","Spermacoce octodon",19303,35323,8973
"18004","Spermacoce ocymoides",19304,35324,8972
"18005","Spermacoce pogostoma",19305,35326,8970
"18006","Spermacoce princeae",19306,35327,9000
"18007","Spermacoce radiata",19307,35329,8969
"18008","Spermacoce ruelliae",19308,35331,8999
"18009","Spermacoce senensis",19309,35332,8968
"18010","Spermacoce stachydea",19310,35333,8967
"18011","Spermacoce stenophylla",19311,35334,8966
"18012","Spermacoce subvulgata",19312,35335,8965
"18013","Spermacoce tenuior",19313,35337,8993
"18014","Spermacoce verticillata",19314,35338,8964
"18015","Sphaeralcea ambigua",19316,35341,24541
"18016","Sphaeralcea coccinea",19317,35342,24542
"18017","Sphaeralcea parvifolia",19318,35346,24538
"18018","Sphaeranthus indicus",19319,35349,1045
"18019","Sphaeranthus ukambensis",19320,35352,1043
"18020","Sphaerophysa salsula",19321,35353,15901
"18021","Sphaeropteris cooperi",19322,35355,39286
"18022","Sphaerostephanos unitus",19324,35359,38887
"18023","Sphenoclea zeylanica",19325,35361,11058
"18024","Sphenopholis obtusata",19326,35364,33683
"18025","Sphenopholis pensylvanica",19327,35365,33681
"18026","Sphyrospermum buxifolium",19328,35370,11237
"18027","Spiesia coerulea",19329,35372,15138
"18028","Spiesia halleri",19330,35373,15139
"18029","Spigelia anthelmia",19331,35375,10540
"18030","Spiloxene capensis",19332,35382,31536
"18031","Spinifex sericeus",19334,35386,31844
"18032","Spiraea alba",19336,35387,19136
"18033","Spiraea alpina",19337,35388,19296
"18034","Spiraea baldshuanica",19338,35389,19135
"18035","Spiraea betulifolia",19339,35390,19301
"18036","Spiraea blumei",19340,35391,19299
"18037","Spiraea chamaedrifolia",19341,35392,19134
"18038","Spiraea chamaedryfolia",19342,35393,19307
"18039","Spiraea crenata",19343,35394,19295
"18040","Spiraea dahurica",19344,35395,19294
"18041","Spiraea douglasii",19345,35397,19305
"18042","Spiraea elegans",19346,35398,19308
"18043","Spiraea hypericifolia",19347,35400,19297
"18044","Spiraea japonica",19348,35401,19302
"18045","Spiraea media",19349,35402,19292
"18046","Spiraea prunifolia",19351,35403,19293
"18047","Spiraea pubescens",19352,35404,19298
"18048","Spiraea salicifolia",19353,35405,19303
"18049","Spiraea stevenii",19354,35406,19133
"18050","Spiraea tomentosa",19355,35407,19132
"18051","Spiraea trilobata",19356,35409,19306
"18052","Spiranthes aestivalis",19357,35412,30610
"18053","Spiranthes cernua",19358,35413,30614
"18054","Spiranthes romanzoffiana",19359,35419,30616
"18055","Spiranthes spiralis",19360,35421,30613
"18056","Spiranthes vernalis",19361,35423,30611
"18057","Spirodela polyrrhiza",19362,35425,36696
"18058","Spodiopogon sibiricus",19363,35430,32068
"18059","Spondianthus preussii",19364,35432,21859
"18060","Spondias dulcis",19366,35433,26575
"18061","Spondias mombin",19367,35434,26573
"18062","Spondias pinnata",19368,35435,26576
"18063","Spondias purpurea",19369,35436,26577
"18064","Spondias radlkoferi",19370,35437,26572
"18065","Spondias venosa",19371,35438,26571
"18066","Sporadanthus gracilis",19372,35441,34249
"18067","Sporobolus actinocladus",19374,35443,32585
"18068","Sporobolus africanus",19375,35444,32598
"18069","Sporobolus airoides",19376,35446,32590
"18070","Sporobolus angustifolius",19377,35447,32583
"18071","Sporobolus australasicus",19378,35448,32582
"18072","Sporobolus carolii",19379,35450,32580
"18073","Sporobolus clandestinus",19380,35451,32586
"18074","Sporobolus compositus",19381,35452,32594
"18075","Sporobolus contractus",19382,35455,32592
"18076","Sporobolus cordofanus",19383,35456,32577
"18077","Sporobolus coromandelianus",19384,35457,32576
"18078","Sporobolus creber",19385,35458,32575
"18079","Sporobolus cryptandrus",19386,35459,32591
"18080","Sporobolus elongatus",19387,35463,32571
"18081","Sporobolus fertilis",19388,35464,32595
"18082","Sporobolus festivus",19389,35465,32597
"18083","Sporobolus fimbriatus",19390,35466,32570
"18084","Sporobolus flexuosus",19391,35467,32569
"18085","Sporobolus giganteus",19392,35469,32567
"18086","Sporobolus heterolepis",19393,35470,32588
"18087","Sporobolus indicus",19394,35471,32596
"18088","Sporobolus interruptus",19395,35472,32566
"18089","Sporobolus ioclados",19396,35473,32565
"18090","Sporobolus microprotus",19397,35478,32560
"18091","Sporobolus mitchellii",19398,35479,32559
"18092","Sporobolus multinodis",19399,35480,32558
"18093","Sporobolus natalensis",19400,35481,32557
"18094","Sporobolus panicoides",19401,35484,32554
"18095","Sporobolus piliferus",19402,35488,32550
"18096","Sporobolus pungens",19403,35491,32547
"18097","Sporobolus pyramidalis",19404,35492,32546
"18098","Sporobolus pyramidatus",19405,35493,32545
"18099","Sporobolus sanguineus",19406,35497,32541
"18100","Sporobolus spicatus",19407,35501,32537
"18101","Sporobolus stapfianus",19408,35502,32536
"18102","Sporobolus tenuissimus",19409,35503,32535
"18103","Sporobolus vaginiflorus",19410,35505,32587
"18104","Sporobolus virginicus",19411,35506,32593
"18105","Sporobolus wrightii",19412,35507,32589
"18106","Sprengelia incarnata",19413,35508,11469
"18107","Sprengelia sprengelioides",19414,35509,11470
"18108","Spyridium parvifolium",19415,35512,20015
"18109","Staavia radiata",19416,35515,5399
"18110","Staberoha cernua",19417,35516,34216
"18111","Stachyococcus adinanthus",19418,35519,8612
"18112","Stachyothyrsus stapfiana",19419,35520,18070
"18113","Stachys alopecuros",19421,35523,6232
"18114","Stachys alpina",19422,35524,6238
"18115","Stachys annua",19423,35526,6230
"18116","Stachys arvensis",19424,35527,6254
"18117","Stachys aspera",19425,35528,6229
"18118","Stachys atherocalyx",19426,35529,6228
"18119","Stachys byzantina",19427,35531,6236
"18120","Stachys cretica",19428,35534,6237
"18121","Stachys germanica",19429,14471,6235
"18122","Stachys heraclea",19430,35540,6220
"18123","Stachys inflata",19431,35541,6252
"18124","Stachys maritima",19432,35544,6218
"18125","Stachys ocymastrum",19433,35547,6215
"18126","Stachys officinalis",19434,35548,6259
"18127","Stachys palustris",19435,35549,6255
"18128","Stachys recta",19436,35552,6239
"18129","Stachys spinulosa",19437,35557,6208
"18130","Stachys sylvatica",19438,35558,6256
"18131","Stachys tenuifolia",19439,35559,6207
"18132","Stachys tymphaea",19440,35560,6206
"18133","Stachytarpheta cayennensis",19441,35562,7416
"18134","Stachytarpheta indica",19442,35563,7415
"18135","Stachytarpheta jamaicensis",19443,35564,7417
"18136","Stachyurus himalaicus",19444,35565,26608
"18137","Stackhousia intermedia",19445,35566,23472
"18138","Stackhousia monogyna",19446,35569,23474
"18139","Stackhousia muricata",19447,35570,23470
"18140","Stackhousia nuda",19448,35571,23469
"18141","Stackhousia spathulata",19449,35572,23468
"18142","Stackhousia viminea",19450,35574,23466
"18143","Staehelina dubia",19451,35575,3609
"18144","Staehelina petiolata",19452,35576,3607
"18145","Staehelina uniflosculosa",19453,35577,3608
"18146","Stanleya pinnata",19454,35578,23618
"18147","Staphylea bumalda",19455,35579,26600
"18148","Staphylea pinnata",19456,35580,26599
"18149","Staphylea trifolia",19457,35581,26601
"18150","Staudtia kamerunensis",19458,35583,37268
"18151","Stauntonia hexaphylla",19459,35584,30060
"18152","Steganotaenia araliacea",19460,35592,4786
"18153","Steganthera laxiflora",19461,35596,37787
"18154","Steinchisma laxum",19462,35602,32286
"18155","Stellaria aquatica",19464,35617,13582
"18156","Stellaria borealis",19465,35621,13494
"18157","Stellaria bungeana",19466,35623,13492
"18158","Stellaria crassifolia",19467,35627,13576
"18159","Stellaria crispa",19468,35629,13488
"18160","Stellaria flaccida",19469,35633,13485
"18161","Stellaria graminea",19470,35636,13577
"18162","Stellaria holostea",19471,35638,13587
"18163","Stellaria humifusa",19472,35639,13572
"18164","Stellaria longifolia",19473,35642,13573
"18165","Stellaria longipes",19474,35643,13575
"18166","Stellaria media",19475,35644,13580
"18167","Stellaria neglecta",19476,35646,13579
"18168","Stellaria nemorum",19477,35647,13581
"18169","Stellaria pallida",19478,35650,13578
"18170","Stellaria palustris",19479,35651,13477
"18171","Stellaria pungens",19480,35655,13474
"18172","Stellaria sennii",19481,35657,13472
"18173","Stellaria uliginosa",19482,35660,13583
"18174","Stellaria umbellata",19483,35661,13469
"18175","Stellera chamaejasme",19484,35663,25226
"18176","Stemmacantha uniflora",19485,35664,28
"18177","Stemodia lythrifolia",19486,35669,7973
"18178","Stemodiopsis rivae",19487,35674,7441
"18179","Stemonocoleus micranthus",19489,35679,18409
"18180","Stenandrium dulce",19490,35685,6869
"18181","Stenaria nigricans",19491,35691,9022
"18182","Stenocarpus reticulatus",19492,35694,29201
"18183","Stenocarpus salignus",19493,35695,29200
"18184","Stenocarpus sinuatus",19494,35696,29202
"18185","Stenocereus thurberi",19495,35701,12646
"18186","Stenochlaena palustris",19496,35702,38885
"18187","Stenopetalum anfractum",19497,35705,24071
"18188","Stenopetalum decipiens",19498,35706,24069
"18189","Stenopetalum lineare",19499,35707,24068
"18190","Stenopetalum nutans",19500,35708,24070
"18191","Stenopetalum velutinum",19501,35710,24066
"18192","Stenostomum acreanum",19502,35715,9662
"18193","Stenotaphrum secundatum",19503,35718,31845
"18194","Stenotus acaulis",19504,35719,1267
"18195","Stenotus armerioides",19505,35720,1268
"18196","Stephanandra incisa",19506,35722,19399
"18197","Stephania abyssinica",19508,35723,29981
"18198","Stephania japonica",19509,35724,29980
"18199","Stephanomeria pauciflora",19510,35727,2952
"18200","Stephanopodium costaricense",19511,35730,22070
"18201","Sterculia africana",19513,35731,24856
"18202","Sterculia apeibophylla",19514,35733,24854
"18203","Sterculia apetala",19515,35734,24859
"18204","Sterculia colombiana",19516,35735,24853
"18205","Sterculia conwentzii",19517,35736,24852
"18206","Sterculia dawei",19518,35737,24851
"18207","Sterculia frondosa",19519,35738,24850
"18208","Sterculia longifolia",19520,35739,24849
"18209","Sterculia oblonga",19521,35740,24848
"18210","Sterculia oblongata",19522,35741,24847
"18211","Sterculia pruriens",19523,35742,24858
"18212","Sterculia quadrifida",19524,35743,24846
"18213","Sterculia recordiana",19525,35744,24845
"18214","Sterculia rhinopetala",19526,35745,24844
"18215","Sterculia setigera",19527,35747,24842
"18216","Sterculia shillinglawii",19528,35748,24841
"18217","Sterculia stipulata",19529,35749,24840
"18218","Sterculia tessmannii",19530,35751,24838
"18219","Sterculia tragacantha",19531,35752,24857
"18220","Sterculia villosa",19532,35753,24837
"18221","Stereochlaena cameronii",19533,35754,31576
"18222","Stereospermum euphorioides",19534,35755,7149
"18223","Stereospermum kunthianum",19535,35756,7148
"18224","Stereospermum tetragonum",19536,35757,7147
"18225","Sterigmapetalum obovatum",19537,35760,21917
"18226","Stetsonia coryne",19538,35763,12639
"18227","Stevia achalensis",19539,35766,340
"18228","Stevia lucida",19540,35769,338
"18229","Stewartia malacodendron",19541,35773,12418
"18230","Stewartia ovata",19542,35774,12417
"18231","Stewartia pseudocamellia",19543,35775,12416
"18232","Sticherus lobatus",19544,35778,39377
"18233","Stictocardia beraviensis",19545,35781,10906
"18234","Stigmaphyllon ellipticum",19547,35784,20954
"18235","Stigmaphyllon lindenianum",19548,35787,20955
"18236","Stillingia texana",19549,35793,22420
"18237","Stipa aliena",19551,35798,34082
"18238","Stipa arabica",19552,35799,34005
"18239","Stipa baicalensis",19553,35803,34002
"18240","Stipa barbata",19554,35804,34080
"18241","Stipa breviflora",19555,35807,34000
"18242","Stipa bromoides",19556,35808,34039
"18243","Stipa calamagrostis",19557,35809,34036
"18244","Stipa capensis",19558,35810,34086
"18245","Stipa capillacea",19559,35811,33999
"18246","Stipa capillata",19560,35812,33998
"18247","Stipa caucasica",19561,35814,33997
"18248","Stipa comata",19562,18678,34088
"18249","Stipa dasyphylla",19563,35819,33993
"18250","Stipa elegantissima",19564,35823,34018
"18251","Stipa gigantea",19565,35827,34064
"18252","Stipa grandis",19566,35828,33989
"18253","Stipa holosericea",19575,35829,33988
"18254","Stipa ichu",19576,20403,34063
"18255","Stipa inebrians",19577,35832,33986
"18256","Stipa joannis",19578,35833,34079
"18257","Stipa juncea",19579,35834,34078
"18258","Stipa juncoides",19580,35835,33985
"18259","Stipa krylovii",19581,35839,33981
"18260","Stipa lagascae",19582,35840,33980
"18261","Stipa lemmonii",19583,703,34006
"18262","Stipa lessingiana",19584,35842,34077
"18263","Stipa lettermanii",19585,35843,33979
"18264","Stipa nelsonii",19586,704,34032
"18265","Stipa neomexicana",19587,35847,34089
"18266","Stipa nitida",19588,35850,34020
"18267","Stipa occidentalis",19589,35854,34033
"18268","Stipa orientalis",19590,35855,33974
"18269","Stipa parviflora",19591,35856,34084
"18270","Stipa pekinensis",19592,35857,34038
"18271","Stipa pennata",19593,35859,34081
"18272","Stipa pulcherrima",19594,35865,33970
"18273","Stipa purpurea",19595,35866,33969
"18274","Stipa robusta",19596,35869,34035
"18275","Stipa rudis",19597,35871,33966
"18276","Stipa scabra",19598,35874,34019
"18277","Stipa sibirica",19599,35876,34083
"18278","Stipa speciosa",19600,35877,33962
"18279","Stipa splendens",19601,35878,33961
"18280","Stipa subsessiliflora",19602,35880,33960
"18281","Stipa tenacissima",19603,35881,34087
"18282","Stipa thurberiana",19604,35882,33959
"18283","Stipa tianschanica",19605,35883,33958
"18284","Stipa tirsa",19606,35884,33957
"18285","Stipa tuckeri",19607,35886,34022
"18286","Stipa verticillata",19608,35887,34024
"18287","Stipagrostis ciliata",19567,35893,33007
"18288","Stipagrostis hirtigluma",19568,35899,33001
"18289","Stipagrostis hochstetteriana",19569,35900,33012
"18290","Stipagrostis namibensis",19570,35904,32998
"18291","Stipagrostis obtusa",19571,35905,32997
"18292","Stipagrostis plumosa",19572,35906,33013
"18293","Stipagrostis raddiana",19573,35908,32995
"18294","Stipagrostis uniplumis",19574,35910,32993
"18295","Stizophyllum inaequilaterum",19609,35913,7207
"18296","Stizophyllum perforatum",19610,35914,7208
"18297","Stizophyllum riparium",19611,35915,7209
"18298","Stoebe kilimandscharica",19612,35918,955
